id,VehicleMake,VehicleModel,Year
8200,RENAULT,RENAULT MEGANE III RS 265 CUP 3DR,2012
8201,RENAULT,RENAULT MEGANE III RS 265 TROPHY 3DR,2012
8202,RENAULT,RENAULT SCENIC III 1.6 EXPRESSION,2012
8203,RENAULT,RENAULT GRAND SCENIC III 1.6 DCI DYNAMIQUE,2012
8204,RENAULT,RENAULT GRAND SCENIC III 2.0 DCI BOSE LTD ED,2012
8205,RENAULT,RENAULT KOLEOS 2.5 DYNAMIQUE,2012
8206,RENAULT,RENAULT KOLEOS 2.5 DYNAMIQUE 4X4,2012
8207,RENAULT,RENAULT KOLEOS 2.5 DYNAMIQUE 4X4 CVT,2012
8208,SSANGYONG,SSANGYONG ACTYON SPORTS 2.0 XDI P/U D/C,2012
8209,SSANGYONG,SSANGYONG ACTYON SPORTS 2.0 XDI 4X4 DELUXE P/U D/C,2012
8210,SSANGYONG,SSANGYONG ACTYON SPORTS 2.3 4X4 P/U D/C,2012
8211,SSANGYONG,SSANGYONG KORANDO 2 2.0,2012
8212,SSANGYONG,SSANGYONG KORANDO 2 2.0 HIGH,2012
8213,SUZUKI,SUZUKI ALTO 1.0 GA,2012
8214,SUZUKI,SUZUKI ALTO 1.0 GLX,2012
8215,SUZUKI,SUZUKI SWIFT 1.6 SPORT,2012
8216,VOLKSWAGEN,VOLKSWAGEN AMAROK 2.0 BITDI HIGHLINE 132KW D/C P/U,2012
8217,VOLKSWAGEN,VOLKSWAGEN AMAROK 2.0 BITDI HIGHLINE 132KW 4MOT D/,2012
8218,VOLKSWAGEN,VOLKSWAGEN T5 KOMBI 2.0 TDI (75KW) BASE (TRENDLINE,2012
8219,VOLKSWAGEN,VOLKSWAGEN T5 KOMBI 2.0 TDI LWB (75KW) BASE (TREND,2012
8220,ALFA ROMEO,ALFA ROMEO GIULIETTA 1.4T TCT DISTINCTIVE 5DR,2012
8221,AUDI,AUDI A1 SPORTBACK 1.2T FSI ATTRACTION,2012
8222,AUDI,AUDI A1 SPORTBACK 1.4T FSI  ATTRACTION,2012
8223,AUDI,AUDI A1 SPORTBACK 1.4T FSI  ATT S-TRON,2012
8224,AUDI,AUDI A1 SPORTBACK 1.4T FSI  AMBITION,2012
8225,AUDI,AUDI A1 SPORTBACK 1.4T FSI  AMB S-TRON,2012
8226,AUDI,AUDI A1 S/BACK 1.4T FSI  AMB S-LINE S-TRON (1,2012
8227,AUDI,AUDI A1 SPORTBACK 1.6 TDI  AMBITION,2012
8228,AUDI,AUDI Q3 2.0T FSI QUATT (125KW),2012
8229,AUDI,AUDI Q3 2.0T FSI QUATT STRONIC (125KW),2012
8230,AUDI,AUDI Q3 2.0T FSI QUATT STRONIC (155KW),2012
8231,AUDI,AUDI Q3 2.0 TDI (103KW),2012
8232,AUDI,AUDI Q3 2.0 TDI QUATT STRONIC (130KW),2012
8233,CHERY,CHERY CHERY QQ3 0.8 TE A/C,2012
8234,CITROEN,CITROEN C4 AIRCROSS 2.0 ATTRACTION,2012
8235,CITROEN,CITROEN C4 AIRCROSS 2.0 SEDUCTION,2012
8236,CITROEN,CITROEN C4 AIRCROSS 2.0 SEDUCTION A/T,2012
8237,CITROEN,CITROEN C4 AIRCROSS 2.0 EXCLUSIVE AWD A/T,2012
8238,CITROEN,CITROEN DS5 1.6 THP STYLE A/T,2012
8239,CITROEN,CITROEN DS5  1.6 THP STYLE (147KW),2012
8240,CITROEN,CITROEN DS5  1.6 THP SPORT (147KW),2012
8241,CITROEN,CITROEN DS5 2.0 HDI SPORT A/T,2012
8242,HONDA,HONDA CIVIC 1.8 ELEGANCE 5DR,2012
8243,HONDA,HONDA CIVIC 1.8 ELEGANCE 5DR A/T,2012
8244,HONDA,HONDA CIVIC 1.8 EXECUTIVE 5DR,2012
8245,HONDA,HONDA CIVIC 1.8 EXECUTIVE 5DR A/T,2012
8246,HONDA,HONDA CIVIC 2.2 CDTI  EXCLUSIVE 5DR,2012
8247,KIA,KIA RIO1.2 (4DR),2012
8248,KIA,KIA RIO1.4 (4DR),2012
8249,KIA,KIA RIO1.4 (4DR) A/T,2012
8250,KIA,KIA RIO1.4 TEC (4DR),2012
8251,KIA,KIA RIO1.4 TEC (4DR) A/T,2012
8252,KIA,KIA OPTIMA 2.4 A/T,2012
8253,MERCEDES-BENZ,MERCEDES-BENZ SLK 55 AMG,2012
8254,MERCEDES-BENZ,MERCEDES-BENZ E350 CDI BE,2012
8255,MERCEDES-BENZ,MERCEDES-BENZ E350 CDI BE AVANTGARDE,2012
8256,RENAULT,RENAULT FLUENCE 1.6 AUTHENTIQUE,2012
8257,TOYOTA,TOYOTA AYGO 1.0 INFERNO LTD 5DR,2012
8258,TOYOTA,TOYOTA ETIOS 1.5 XI 5DR,2012
8259,TOYOTA,TOYOTA ETIOS 1.5 XS 5DR,2012
8260,TOYOTA,TOYOTA ETIOS 1.5 XI,2012
8261,TOYOTA,TOYOTA ETIOS 1.5 XS,2012
8262,TOYOTA,TOYOTA QUANTUM 2.5 D-4D SESFIKILE 16S,2012
8263,TOYOTA,TOYOTA QUANTUM 2.7 SESFIKILE 16S,2012
8264,TOYOTA,TOYOTA PRIUS 1.8L EXCLUSIVE 5DR,2012
8265,VOLKSWAGEN,VOLKSWAGEN CC 2.0 TSI DSG (155KW),2012
8266,VOLKSWAGEN,VOLKSWAGEN CC 2.0 TDI BLUEMOTION DSG,2012
8267,VOLKSWAGEN,VOLKSWAGEN CC 3.6 V6 DSG 4MOT,2012
8268,ALFA ROMEO,ALFA ROMEO MITO 1.4T MULTIAIR DISTINCTIVE TCT,2012
8269,AUDI,AUDI A4 1.8T S 88KW,2012
8270,AUDI,AUDI A4 1.8T S,2012
8271,AUDI,AUDI A4 1.8T S MULTITRONIC,2012
8272,AUDI,AUDI A4 1.8T SE,2012
8273,AUDI,AUDI A4 1.8T SE MULTITRONIC,2012
8274,AUDI,AUDI A4 1.8T S AVANT,2012
8275,AUDI,AUDI A4 1.8T S AVANT MULTITRONIC,2012
8276,AUDI,AUDI A4 2.0T SE MULTITRONIC,2012
8277,AUDI,AUDI A4 2.0T QUATTRO STRONIC,2012
8278,AUDI,AUDI A4 2.0 TDI S 105KW,2012
8279,AUDI,AUDI A4 2.0 TDI S  MULTITRONIC,2012
8280,AUDI,AUDI A4 2.0 TDI S AVANT,2012
8281,AUDI,AUDI A4 2.0 TDI S AVANT MULTITRONIC,2012
8282,AUDI,AUDI A4 2.0 TDI SE,2012
8283,AUDI,AUDI A4 2.0 TDI SE MULTITRONIC,2012
8284,AUDI,AUDI A4 3.0T QUATTRO STRONIC,2012
8285,AUDI,AUDI A4 3.0 TDI QUATTRO STRONIC,2012
8286,AUDI,AUDI S4 3.0T QUATTRO STRONIC,2012
8287,BMW,BMW 116I M SPORT 5DR (F20),2012
8288,BMW,BMW 116I M SPORT 5DR A/T (F20),2012
8289,BMW,BMW 118I M SPORT 5DR (F20),2012
8290,BMW,BMW 118I M SPORT LINE 5DR A/T (F20),2012
8291,BMW,BMW 120D M SPORT 5DR (F20),2012
8292,BMW,BMW 120D M SPORT 5DR A/T (F20),2012
8293,BMW,BMW 320I (F30),2012
8294,BMW,BMW 320I MODERN LINE (F30),2012
8295,BMW,BMW 320I LUXURY LINE (F30),2012
8296,BMW,BMW 320I SPORT LINE (F30),2012
8297,BMW,BMW 320I  A/T (F30),2012
8298,BMW,BMW 320I MODERN LINE A/T (F30),2012
8299,BMW,BMW 320I LUXURY LINE A/T (F30),2012
8300,BMW,BMW 320I SPORT LINE A/T (F30),2012
8301,BMW,BMW 320D (F30),2012
8302,BMW,BMW 320D MODERN LINE (F30),2012
8303,BMW,BMW 320D LUXURY LINE (F30),2012
8304,BMW,BMW 320D SPORT LINE (F30),2012
8305,BMW,BMW 320D A/T (F30),2012
8306,BMW,BMW 320D MODERN LINE A/T (F30),2012
8307,BMW,BMW 320D LUXURY LINE A/T (F30),2012
8308,BMW,BMW 320D SPORT LINE A/T (F30),2012
8309,BMW,BMW 328I (F30),2012
8310,BMW,BMW 328I MODERN LINE (F30),2012
8311,BMW,BMW 328I LUXURY LINE (F30),2012
8312,BMW,BMW 328I SPORT LINE (F30),2012
8313,BMW,BMW 328I A/T (F30),2012
8314,BMW,BMW 328I MODERN LINE A/T (F30),2012
8315,BMW,BMW 328I LUXURY LINE A/T (F30),2012
8316,BMW,BMW 328I SPORT LINE A/T (F30),2012
8317,BMW,BMW 335I A/T (F30),2012
8318,BMW,BMW 335I MODERN LINE A/T (F30),2012
8319,BMW,BMW 335I LUXURY LINE A/T (F30),2012
8320,BMW,BMW 335I SPORT LINE A/T (F30),2012
8321,BMW,BMW M6 CONVERTIBLE (F12),2012
8322,CMC,CMC PLUTUS 2.5 TDI P/U S/C,2012
8323,CMC,CMC PLUTUS 2.5 TDI 4X4 P/U S/C,2012
8324,CMC,CMC PLUTUS 2.5 TDI P/U D/C,2012
8325,CMC,CMC PLUTUS 2.5 TDI 4X4 P/U D/C,2012
8326,FIAT,FIAT DOBLO CARGO 1.3 MJT F/C P/V,2012
8327,FIAT,FIAT DOBLO CARGO MAXI 1.6 MJT F/C P/V,2012
8328,GWM,GWM STEED 5 2.2 MPI WORKHORSE P/U S/C,2012
8329,GWM,GWM STEED 5 2.2 MPI  P/U D/C,2012
8330,MERCEDES-BENZ,MERCEDES-BENZ B 180 CDI BE,2012
8331,MERCEDES-BENZ,MERCEDES-BENZ B 180 CDI BE A/T,2012
8332,MERCEDES-BENZ,MERCEDES-BENZ B 200 CDI BE,2012
8333,MERCEDES-BENZ,MERCEDES-BENZ B 200 CDI BE A/T,2012
8334,MITSUBISHI,MITSUBISHI PAJERO SPORT 3.2 DI-D GLS,2012
8335,MINI,MINI COOPER ROADSTER (SY12),2012
8336,MINI,MINI COOPER ROADSTER A/T ( SY12),2012
8337,MINI,MINI COOPER S ROADSTER (SY32),2012
8338,MINI,MINI COOPER S ROADSTER A/T (SY32),2012
8339,MINI,MINI COOPER JCW ROADSTER (SY52),2012
8340,OPEL,OPEL MERIVA 1.4T ENJOY,2012
8341,OPEL,OPEL MERIVA 1.4T COSMO,2012
8342,OPEL,OPEL ASTRA GTC 1.4T ENJOY 3DR,2012
8343,OPEL,OPEL ASTRA GTC 1.6T SPORT 3DR,2012
8344,PROTON,PROTON SAGA 1.6 XSE,2012
8345,PROTON,PROTON SAGA 1.6 XSE CVT,2012
8346,RENAULT,RENAULT SANDERO 1.4 AMBIANCE PLUS,2012
8347,TOYOTA,TOYOTA LANDCRUISER 200 V8 4.5D VX A/T,2012
8348,TOYOTA,TOYOTA LANDCRUISER 200 V8 4.6 VX A/T,2012
8349,VOLKSWAGEN,VOLKSWAGEN GOLF VI 1.4 TSI COMFORTLINE DSG,2012
8350,VOLKSWAGEN,VOLKSWAGEN JETTA VI 1.4 TSI COMFORTLINE DSG,2012
8351,CHEVROLET,CHEVROLET UTILITY 1.8 A/C P/U S/C,2012
8352,DODGE,DODGE JOURNEY 3.6 V6 SXT A/T,2012
8353,DODGE,DODGE JOURNEY 3.6 V6 R/T A/T,2012
8354,FIAT,FIAT PUNTO 1.4 POP 5DR,2012
8355,FIAT,FIAT PUNTO 1.4 EASY 5DR,2012
8356,FIAT,FIAT PUNTO 1.4 EASY MULTI AIR,2012
8357,FIAT,FIAT PUNTO 1.4T LOUNGE MULTI AIR,2012
8358,HAJADU,HAJADU GS MOON XYJK 800,2012
8359,MERCEDES-BENZ,MERCEDES-BENZ C350 CDI BE ELEGANCE A/T,2012
8360,MERCEDES-BENZ,MERCEDES-BENZ C350 CDI BE AVANTGARDE A/T,2012
8361,RENAULT,RENAULT CLIO III 1.6 YAHOO 5DR,2012
8362,RENAULT,RENAULT CLIO III 1.6 YAHOO PLUS 5DR,2012
8363,SUBARU,SUBARU XV 2.0 HIGH,2012
8364,SUBARU,SUBARU XV 2.0 HIGH LINEARTRONIC,2012
8365,TATA,TATA XENON 2.2 DLE SWB P/U S/C,2012
8366,VOLKSWAGEN,VOLKSWAGEN POLO VIVO 1.4 ZEST 5DR,2012
8367,ZOTYE,ZOTYE NOMAD II HUNTER 1.5,2012
8368,ABARTH,ABARTH ABARTH 500 1.4 3DR,2012
8369,ABARTH,ABARTH ABARTH 500 1.4 CABRIOLET,2012
8370,ABARTH,ABARTH ABARTH 695 1.4 TRIBUTO FERRARI 3DR,2012
8371,ALFA ROMEO,ALFA ROMEO GIULIETTA 1.4T PROGRESSION 5DR,2012
8372,ALFA ROMEO,ALFA ROMEO GIULIETTA 1.4T DISTINCTIVE 5DR,2012
8373,ALFA ROMEO,ALFA ROMEO GIULIETTA 1.8T QUAD VERDE 5DR,2012
8374,ALFA ROMEO,ALFA ROMEO MITO 1.4T MULTIAIR DISTINCTIVE,2012
8375,ALFA ROMEO,ALFA ROMEO MITO 1.4T MULTIAIR QV,2012
8376,ALFA ROMEO,ALFA ROMEO MITO 1.4T MULTIAIR QV SPORT,2012
8377,ALFA ROMEO,ALFA ROMEO GT 3.2 V6 DISTINCTIVE,2012
8378,ALFA ROMEO,ALFA ROMEO 159 1750TBI PROGESSION,2012
8379,ALFA ROMEO,ALFA ROMEO 159 1750TBI TI,2012
8380,ALFA ROMEO,ALFA ROMEO 159 2.4 JTDM A/T,2012
8381,ALFA ROMEO,ALFA ROMEO 159 3.2 DISTINCTIVE,2012
8382,ALFA ROMEO,ALFA ROMEO 159 3.2 TI,2012
8383,ALFA ROMEO,ALFA ROMEO 159 3.2 Q4 DISTINCTIVE Q-TRONIC,2012
8384,ALFA ROMEO,ALFA ROMEO BRERA 2.2 JTS,2012
8385,ALFA ROMEO,ALFA ROMEO BRERA 3.2 V6,2012
8386,ALFA ROMEO,ALFA ROMEO SPIDER 2.2 JTS,2012
8387,ALFA ROMEO,ALFA ROMEO SPIDER 3.2 V6 Q4,2012
8388,ASTON,ASTON MARTIN VANTAGE COUPE,2012
8389,ASTON,ASTON MARTIN VANTAGE COUPE S/SHIFT,2012
8390,ASTON,ASTON MARTIN VANTAGE ROADSTER,2012
8391,ASTON,ASTON MARTIN VANTAGE ROADSTER S/SHIFT,2012
8392,ASTON,ASTON MARTIN DB9 COUPE TOUCHTRONIC,2012
8393,ASTON,ASTON MARTIN DB9 VOLANTE TOUCHTRONIC,2012
8394,ASTON,ASTON MARTIN DBS,2012
8395,AUDI,AUDI A1 1.2T FSI ATTRACTION 3DR,2012
8396,AUDI,AUDI A1 1.4T FSI  ATTRACTION 3DR,2012
8397,AUDI,AUDI A1 1.4T FSI  ATTRACTION S-TRON 3DR,2012
8398,AUDI,AUDI A1 1.4T FSI AMBITION 3DR,2012
8399,AUDI,AUDI A1 1.4T FSI AMBIT S-TRONIC 3DR,2012
8400,AUDI,AUDI A1 1.4T FSI AMB S-LINE S-TRON (136KW) 3D,2012
8401,AUDI,AUDI A1 1.6TDI AMBITION 3DR,2012
8402,AUDI,AUDI A3 1.4 TFSI ATTRACTION,2012
8403,AUDI,AUDI A3 1.4 TFSI SPORTBACK ATTRACTION,2012
8404,AUDI,AUDI A3 SPRTBACK 1.4 TFSI ATTR STRONIC,2012
8405,AUDI,AUDI A3 SPRTBACK 1.6 TDI ATTR STRON,2012
8406,AUDI,AUDI A3 SPORTBACK 1.8 TFSI AMBITION,2012
8407,AUDI,AUDI A3 SPORTBACK 1.8 TFSI AMB STRONIC,2012
8408,AUDI,AUDI A3 SPORTBACK 2.0 TDI AMB STRONIC,2012
8409,AUDI,AUDI A3 SPORTBACK 2.0 TFSI AMBITION,2012
8410,AUDI,AUDI A3 SPORTBCK 2.0 TFSI AMB STRONIC,2012
8411,AUDI,AUDI S3 SPORTBACK,2012
8412,AUDI,AUDI S3 SPORTBACK STRONIC,2012
8413,AUDI,AUDI A3 1.8T FSI CABRIOLET,2012
8414,AUDI,AUDI A3 1.8T FSI CABRIOLET A/T,2012
8415,AUDI,AUDI A3 2.0T FSI CABRIOLET,2012
8416,AUDI,AUDI A3 2.0T FSI CABRIOLET A/T,2012
8417,AUDI,AUDI A4 1.8T AMBITION MULTITRONIC (B8),2012
8418,AUDI,AUDI Q5 2.0 T FSI QUATTRO (132KW),2012
8419,AUDI,AUDI Q5 2.0 TFSI QUATTRO TIP (155KW),2012
8420,AUDI,AUDI Q5 2.0 TDI QUATTRO,2012
8421,AUDI,AUDI Q5 2.0 TDI QUATTRO S TRONIC,2012
8422,AUDI,AUDI Q5 3.0 TDI QUATTRO S TRONIC,2012
8423,AUDI,AUDI Q5 3.2 FSI QUATTRO S TRONIC,2012
8424,AUDI,AUDI A5 2.0T FSI MULTI,2012
8425,AUDI,AUDI A5 2.0T FSI Q STRONIC,2012
8426,AUDI,AUDI A5 2.0 TDI MULTI,2012
8427,AUDI,AUDI A5 SPORTBACK 2.0T FSI MULTI,2012
8428,AUDI,AUDI A5 SPRTBACK 2.0 TFSI QUATT STRON,2012
8429,AUDI,AUDI A5 SPRTBACK 2.0 TDI MULTI,2012
8430,AUDI,AUDI A5 3.0 TDI QUATT STRONIC,2012
8431,AUDI,AUDI A5 SPRTBACK 3.0 TDI QUATT STRNIC,2012
8432,AUDI,AUDI A5 3.0T FSI Q STRONIC,2012
8433,AUDI,AUDI A5 SPRTBACK 3.0T FSI  QUATT STRNIC,2012
8434,AUDI,AUDI A5 S5 QUATTRO,2012
8435,AUDI,AUDI S5 3.0 TFSI QUATT STRNIC,2012
8436,AUDI,AUDI S5 SPRTBACK 3.0 TFSI QUATT STRNIC,2012
8437,AUDI,AUDI A5 2.0 TFSI CAB MULTI,2012
8438,AUDI,AUDI A5 2.0 TFSI QUATT CAB STRONIC,2012
8439,AUDI,AUDI A5 2.0 TDI CAB MULTI,2012
8440,AUDI,AUDI A5 3.0 TDI QUATTRO CAB STRONIC,2012
8441,AUDI,AUDI A5 3.0T FSI QUATTRO CAB STRONIC,2012
8442,AUDI,AUDI S5 CAB 3.0 TFSI QUATT STRNIC,2012
8443,AUDI,AUDI A6 2.0 TFSI MULTITRONIC,2012
8444,AUDI,AUDI A6 2.0 TDI MULTITRONIC,2012
8445,AUDI,AUDI A6 3.0T FSI QUAT S TRONIC (228KW),2012
8446,AUDI,AUDI A6 3.0 TDI MULTITRONIC,2012
8447,AUDI,AUDI A6 3.0 TDI  QUAT S TRONIC (180KW),2012
8448,AUDI,AUDI A7 SPRTBACK 3.0T FSI QUAT STRON,2012
8449,AUDI,AUDI A7 SPRTBACK 3.0 TDI QUAT STRONIC,2012
8450,AUDI,AUDI TT 2.0T FSI COUPE,2012
8451,AUDI,AUDI TT 2.0T FSI QUATT COUPE STRONIC,2012
8452,AUDI,AUDI TT 2.0T FSI COUPE STRONIC,2012
8453,AUDI,AUDI TT 2.0T FSI ROADSTER,2012
8454,AUDI,AUDI TT 2.0T FSI ROADSTER STRONIC,2012
8455,AUDI,AUDI TT 2.0T FSI QUATT ROADSTER STRONIC,2012
8456,AUDI,AUDI TT RS QUATTRO COUPE,2012
8457,AUDI,AUDI A8 3.0T FSI QUATTRO,2012
8458,AUDI,AUDI A8 3.0 TDI  QUATTRO TIP,2012
8459,AUDI,AUDI A8 4.2 FSI QUATTRO TIP,2012
8460,AUDI,AUDI A8 4.2 TDI QUATTRO,2012
8461,AUDI,AUDI A8 6.3 QUAT TIP (W12),2012
8462,AUDI,AUDI Q7 3.0 TFSI QUATTRO TIP,2012
8463,AUDI,AUDI Q7 3.0 TDI V6 QUATTRO TIP,2012
8464,AUDI,AUDI Q7 4.2 TDI V8 QUATTRO TIP,2012
8465,AUDI,AUDI Q7 6.0 TDI V12 QUATTRO TIP,2012
8466,AUDI,AUDI R8 4.2 FSI QUATTRO,2012
8467,AUDI,AUDI R8 4.2 FSI QUATTRO RTRONIC,2012
8468,AUDI,AUDI R8 5.2 FSI QUATTRO,2012
8469,AUDI,AUDI R8 5.2 FSI QUATTRO A/T,2012
8470,AUDI,AUDI R8 5.2 FSI QUATTRO SYPDER,2012
8471,AUDI,AUDI R8 5.2 FSI QUATTRO SYPDER A/T,2012
8472,BACKDRAFT,BACKDRAFT BACKDRAFT ROADSTER,2012
8473,BMW,BMW 116I 5DR (F20),2012
8474,BMW,BMW 116I URBAN LINE 5DR (F20),2012
8475,BMW,BMW 116I SPORT LINE 5DR (F20),2012
8476,BMW,BMW 116I 5DR A/T (F20),2012
8477,BMW,BMW 116I URBAN LINE 5DR A/T (F20),2012
8478,BMW,BMW 116I SPORT LINE 5DR A/T (F20),2012
8479,BMW,BMW 118I 5DR (F20),2012
8480,BMW,BMW 118I 5DR A/T (F20),2012
8481,BMW,BMW 118I URBAN LINE 5DR (F20),2012
8482,BMW,BMW 118I URBAN LINE 5DR A/T (F20),2012
8483,BMW,BMW 118I SPORT LINE 5DR (F20),2012
8484,BMW,BMW 118I SPORT LINE 5DR A/T (F20),2012
8485,BMW,BMW 120D 5DR (F20),2012
8486,BMW,BMW 120D 5DR A/T (F20),2012
8487,BMW,BMW 120D URBAN LINE 5DR (F20),2012
8488,BMW,BMW 120D URBAN LINE 5DR A/T (F20),2012
8489,BMW,BMW 120D SPORT LINE 5DR (F20),2012
8490,BMW,BMW 120D SPORT LINE 5DR A/T (F20),2012
8491,BMW,BMW 120D COUPE,2012
8492,BMW,BMW 120D COUPE EXCLUSIVE,2012
8493,BMW,BMW 120D COUPE SPORT,2012
8494,BMW,BMW 120D COUPE A/T,2012
8495,BMW,BMW 120D COUPE EXCLUSIVE A/T,2012
8496,BMW,BMW 120D COUPE SPORT A/T,2012
8497,BMW,BMW 125I COUPE,2012
8498,BMW,BMW 125I COUPE EXCLUSIVE,2012
8499,BMW,BMW 125I COUPE SPORT,2012
8500,BMW,BMW 125I COUPE A/T,2012
8501,BMW,BMW 125I COUPE EXCLUSIVE A/T,2012
8502,BMW,BMW 125I COUPE SPORT A/T,2012
8503,BMW,BMW 135I COUPE,2012
8504,BMW,BMW 135I COUPE EXCLUSIVE,2012
8505,BMW,BMW 135I COUPE SPORT,2012
8506,BMW,BMW 135I COUPE A/T,2012
8507,BMW,BMW 135I COUPE EXCLUSIVE A/T,2012
8508,BMW,BMW 135I COUPE SPORT A/T,2012
8509,BMW,BMW 120I CONVERTIBLE,2012
8510,BMW,BMW 120I CONVERT EXCLUSIVE,2012
8511,BMW,BMW 120I CONVERT SPORT,2012
8512,BMW,BMW 120I CONVERTIBLE A/T,2012
8513,BMW,BMW 120I CONVERT EXCLUSIVE A/T,2012
8514,BMW,BMW 120I CONVERT SPORT A/T,2012
8515,BMW,BMW 125I CONVERTIBLE,2012
8516,BMW,BMW 125I CONVERT EXCLUSIVE,2012
8517,BMW,BMW 125I CONVERT SPORT,2012
8518,BMW,BMW 125I CONVERTIBLE A/T,2012
8519,BMW,BMW 125I CONVERT EXCLUSIVE A/T,2012
8520,BMW,BMW 125I CONVERT SPORT A/T,2012
8521,BMW,BMW 135I CONVERTIBLE,2012
8522,BMW,BMW 135I CONVERT EXCLUSIVE,2012
8523,BMW,BMW 135I CONVERT SPORT,2012
8524,BMW,BMW 135I CONVERTIBLE A/T,2012
8525,BMW,BMW 135I CONVERT EXCLUSIVE A/T,2012
8526,BMW,BMW 135I CONVERT SPORT A/T,2012
8527,BMW,BMW 1 M COUPE,2012
8528,BMW,BMW X1 SDRIVE20I M-SPORT,2012
8529,BMW,BMW 320I COUPE (E92),2012
8530,BMW,BMW 320I COUPE EXCL (E92),2012
8531,BMW,BMW 320I COUPE SPORT  (E92),2012
8532,BMW,BMW 320I COUPE INDIVIDUAL (E92),2012
8533,BMW,BMW 320I COUPE A/T (E92),2012
8534,BMW,BMW 320I COUPE EXCL A/T (E92),2012
8535,BMW,BMW 320I COUPE SPORT A/T (E92),2012
8536,BMW,BMW 320I COUPE INDIVIDUAL A/T (E92),2012
8537,BMW,BMW 325I COUPE (E92),2012
8538,BMW,BMW 325I COUPE EXCL (E92),2012
8539,BMW,BMW 325I COUPE SPORT (E92),2012
8540,BMW,BMW 325I COUPE INDIVIDUAL (E92),2012
8541,BMW,BMW 325I COUPE A/T (E92),2012
8542,BMW,BMW 325I COUPE EXCL A/T (E92),2012
8543,BMW,BMW 325I COUPE SPORT A/T (E92),2012
8544,BMW,BMW 325I COUPE INDIVIDUAL A/T (E92),2012
8545,BMW,BMW 335I COUPE (E92),2012
8546,BMW,BMW 335I COUPE EXCL (E92),2012
8547,BMW,BMW 335I COUPE SPORT (E92),2012
8548,BMW,BMW 335I COUPE INDIVIDUAL (E92),2012
8549,BMW,BMW 335I COUPE A/T (E92),2012
8550,BMW,BMW 335I COUPE EXCL A/T (E92),2012
8551,BMW,BMW 335I COUPE SPORT A/T (E92),2012
8552,BMW,BMW 335I COUPE INDIVIDUAL A/T (E92),2012
8553,BMW,BMW 330I CONVERT (E93),2012
8554,BMW,BMW 330I CONVERT EXCLUSIVE (E93),2012
8555,BMW,BMW 330I CONVERT SPORT (E93),2012
8556,BMW,BMW 330I CONVERT INDIVIDUAL (E93),2012
8557,BMW,BMW 330I CONVERT A/T (E93),2012
8558,BMW,BMW 330I CONVERT EXCLUSIVE A/T (E93),2012
8559,BMW,BMW 330I CONVERT SPORT A/T (E93),2012
8560,BMW,BMW 330I CONVERT INDIVIDUAL A/T (E93),2012
8561,BMW,BMW 335I CONVERT (E93),2012
8562,BMW,BMW 335I CONVERT EXCLUSIVE (E93),2012
8563,BMW,BMW 335I CONVERT SPORT (E93),2012
8564,BMW,BMW 335I CONVERT INDIVIDUAL (E93),2012
8565,BMW,BMW 335I CONVERT A/T (E93),2012
8566,BMW,BMW 335I CONVERT EXCLUSIVE A/T (E93),2012
8567,BMW,BMW 335I CONVERT SPORT A/T (E93),2012
8568,BMW,BMW 335I CONVERT INDIVIDUAL A/T (E93),2012
8569,BMW,BMW M3,2012
8570,BMW,BMW M3 M-DCT,2012
8571,BMW,BMW M3 M DYNAMIC,2012
8572,BMW,BMW M3 M DYNAMIC M-DCT,2012
8573,BMW,BMW M3 COUPE,2012
8574,BMW,BMW M3 COUPE M-DCT,2012
8575,BMW,BMW M3 COUPE M DYNAMIC,2012
8576,BMW,BMW M3 COUPE M DYNAMIC M-DCT,2012
8577,BMW,BMW M3 CONVERTIBLE,2012
8578,BMW,BMW M3 CONVERTIBLE M-DCT,2012
8579,BMW,BMW M3 CONVERTIBLE M DYNAMIC,2012
8580,BMW,BMW M3 CONVERTIBLE M DYNAMIC M-DCT,2012
8581,BMW,BMW Z4 SDRIVE20I,2012
8582,BMW,BMW Z4 SDRIVE20I A/T,2012
8583,BMW,BMW Z4 SDRIVE20I DESIGN,2012
8584,BMW,BMW Z4 SDRIVE20I DESIGN A/T,2012
8585,BMW,BMW Z4 SDRIVE20I M SPORT,2012
8586,BMW,BMW Z4 SDRIVE20I M SPORT A/T,2012
8587,BMW,BMW Z4 SDRIVE30I,2012
8588,BMW,BMW Z4 SDRIVE30I A/T,2012
8589,BMW,BMW Z4 SDRIVE30I DESIGN,2012
8590,BMW,BMW Z4 SDRIVE30I DESIGN A/T,2012
8591,BMW,BMW Z4 SDRIVE28I,2012
8592,BMW,BMW Z4 SDRIVE28I A/T,2012
8593,BMW,BMW Z4 SDRIVE28I DESIGN,2012
8594,BMW,BMW Z4 SDRIVE28I DESIGN A/T,2012
8595,BMW,BMW Z4 SDRIVE28I M SPORT,2012
8596,BMW,BMW Z4 SDRIVE28I M SPORT A/T,2012
8597,BMW,BMW Z4 SDRIVE35I,2012
8598,BMW,BMW Z4 SDRIVE35I A/T,2012
8599,BMW,BMW Z4 SDRIVE35I DESIGN,2012
8600,BMW,BMW Z4 SDRIVE35I DESIGN A/T,2012
8601,BMW,BMW Z4 SDRIVE35IS A/T,2012
8602,BMW,BMW Z4 SDRIVE35IS DESIGN A/T,2012
8603,BMW,BMW X3 XDRIVE20I,2012
8604,BMW,BMW X3 XDRIVE20I  A/T,2012
